cname,scanNum,TIC,startTime,RT,endTime,precursor,precursorsection,area,height,width,dheight_left,dheight_left(%),dheight_right,dheight_right(%),delta,keyion,keyion_observe,rel_abundance,x,y,fitting,R2,formula,max_y
0,572,3246856.2,1.1253899,1.2976968,1.4468055,164.98479,164.98314-164.98644,21863509.80798746,1860521.2350515723,36,1834422.939790743,98.6,984058.9816698446,52.9,[7.48],[184.0733],[184.07468],[1.42258],"[0.8353899 0.8453899 0.8553899 0.8653899 0.8753899 0.8853899 0.8953899
 0.9053899 0.9153899 0.9253899 0.9353899 0.9453899 0.9553899 0.9653899
 0.9753899 0.9853899 0.9953899 1.0053899 1.0153899 1.0253899 1.0353899
 1.0453899 1.0553899 1.0653899 1.0753899 1.0853899 1.0953899 1.1053899
 1.1153899 1.1253899 1.134488  1.1437464 1.152828  1.1620055 1.171489
 1.1805019 1.1895651 1.1985432 1.2075941 1.2167575 1.2257739 1.2348093
 1.2437623 1.2527589 1.2619436 1.2709343 1.2799342 1.2888235 1.2976968
 1.3065701 1.3154594 1.3244593 1.33345   1.3426347 1.3516313 1.3605843
 1.3696197 1.3786361 1.3877995 1.3968504 1.4058285 1.4148917 1.4239046
 1.4333881 1.4425656 1.4516472 1.4609056 1.4700037 1.4800037 1.4900037
 1.5000037 1.5100037 1.5200037 1.5300037 1.5400037 1.5500037 1.5600037
 1.5700037 1.5800037 1.5900037 1.6000037 1.6100037 1.6200037 1.6300037
 1.6400037 1.6500037 1.6600037 1.6700037 1.6800037 1.6900037 1.7000037
 1.7100037 1.7200037 1.7300037 1.7400037 1.7500037 1.7600037]","[7.98523843e+01 1.22394676e+02 1.85932540e+02 2.79941004e+02
 4.17730193e+02 6.17793671e+02 9.05543423e+02 1.31550754e+03
 1.89406833e+03 2.70281413e+03 3.82256567e+03 5.35811421e+03
 7.44367179e+03 1.02489813e+04 1.39859647e+04 1.89156987e+04
 2.53554070e+04 3.36850365e+04 4.43528667e+04 5.78794779e+04
 7.48592985e+04 9.59588729e+04 1.21910963e+05 1.53503619e+05
 1.91563480e+05 2.36932726e+05 2.90439462e+05 3.52861627e+05
 4.24885077e+05 6.59718585e+05 6.88667605e+05 7.30495961e+05
 7.87715468e+05 8.60698493e+05 9.52978337e+05 1.06383955e+06
 1.19322176e+06 1.34003227e+06 1.50048514e+06 1.66918696e+06
 1.83809001e+06 1.99843063e+06 2.14348991e+06 2.26830720e+06
 2.37041552e+06 2.44826856e+06 2.50538568e+06 2.53949584e+06
 2.55459993e+06 2.56948362e+06 2.50135533e+06 2.41676756e+06
 2.31830361e+06 2.20534188e+06 2.08473632e+06 1.95715698e+06
 1.82302748e+06 1.68603499e+06 1.54580082e+06 1.40832807e+06
 1.27478769e+06 1.14442730e+06 1.02055526e+06 8.97599482e+05
 7.86690071e+05 6.85338096e+05 5.90941343e+05 5.07056976e+05
 4.24885077e+05 3.52861627e+05 2.90439462e+05 2.36932726e+05
 1.91563480e+05 1.53503619e+05 1.21910963e+05 9.59588729e+04
 7.48592985e+04 5.78794779e+04 4.43528667e+04 3.36850365e+04
 2.53554070e+04 1.89156987e+04 1.39859647e+04 1.02489813e+04
 7.44367179e+03 5.35811421e+03 3.82256567e+03 2.70281413e+03
 1.89406833e+03 1.31550754e+03 9.05543423e+02 6.17793671e+02
 4.17730193e+02 2.79941004e+02 1.85932540e+02 1.22394676e+02
 7.98523843e+01]",1,0.9916623195152043,,2569483.6192946583
1,5026,860431.5,11.136776,11.429554,11.76486,184.07336,184.07152-184.07521,67006641.598068886,4698392.209648132,69,4509055.36393298,96.0,4088611.833410811,87.0,[1.84],[184.0733],[184.07364],[100.0],"[11.136776 11.146272 11.155338 11.164848 11.174323 11.1836   11.192841
 11.202156 11.211528 11.220894 11.230025 11.239375 11.248597 11.258002
 11.267346 11.276569 11.285866 11.294907 11.304083 11.313318 11.322645
 11.331707 11.340483 11.349467 11.358511 11.367418 11.376147 11.384844
 11.39382  11.403062 11.412059 11.420866 11.429554 11.43846  11.44758
 11.456916 11.465687 11.47438  11.483338 11.492255 11.501346 11.510524
 11.519262 11.528294 11.538036 11.547021 11.555887 11.564763 11.573831
 11.583195 11.592381 11.601246 11.610251 11.619252 11.628349 11.637252
 11.64614  11.65516  11.664435 11.673502 11.682663 11.691591 11.700667
 11.709816 11.719083 11.728376 11.737497 11.746533 11.755593 11.76486 ]","[ 184180.15715309  186398.594222    189805.37765855  194564.92559555
  200286.90005685  206900.283221    214362.37711995  222355.74274635
  230731.38922419  240257.71626426  251072.66101832  264711.53201674
  282776.82772127  308498.59397219  346533.90021501  401971.61183219
  482657.73470235  597965.94275593  756641.03727432  961584.02527607
 1215753.36386203 1517566.81025521 1854478.82359509 2218825.62200206
 2596927.85205825 2977385.86293368 3346312.47190957 3694885.96822326
 4008310.74682847 4274899.44477365 4482663.85219945 4623940.33723948
 4691181.74129699 4689034.49702084 4623269.50459328 4505383.94838271
 4346339.43936746 4159398.85367697 3945232.26217276 3711499.56184682
 3463022.16706233 3211115.43703775 2963452.94858817 2732425.51591544
 2520032.5526177  2329750.85760016 2161216.16413795 2016019.48614121
 1889922.22854336 1784745.16969992 1692824.11060562 1611391.99915154
 1536029.40963744 1464626.04628927 1394983.73787979 1327106.88900975
 1258679.2360283  1190259.20061239 1120966.82246676 1052817.19548146
  986297.0144527   922073.94867681  862292.73520899  807460.51677748
  756893.43296813  711404.11359041  671259.94726077  636634.81950978
  607443.5591245   583744.61744797]",,,,4691181.7412969945
2,7627,4509500.0,16.987115,17.310898,18.091169,184.07336,184.07152-184.07521,591657837.5406214,21539806.7550354,123,19316043.512009446,89.7,19185203.402502898,89.1,[1.59],[184.0733],[184.07359],[86.77941],"[16.707115 16.717115 16.727115 16.737115 16.747115 16.757115 16.767115
 16.777115 16.787115 16.797115 16.807115 16.817115 16.827115 16.837115
 16.847115 16.857115 16.867115 16.877115 16.887115 16.897115 16.907115
 16.917115 16.927115 16.937115 16.947115 16.957115 16.967115 16.977115
 16.987115 16.996018 17.005108 17.014155 17.023263 17.032337 17.041325
 17.050395 17.05946  17.068505 17.077359 17.086418 17.095373 17.104406
 17.113267 17.122084 17.131089 17.139983 17.148956 17.157747 17.166542
 17.175373 17.184214 17.193238 17.202736 17.211502 17.220317 17.229148
 17.238547 17.248197 17.256965 17.265893 17.274706 17.283668 17.293211
 17.30197  17.310898 17.319826 17.328585 17.338128 17.34709  17.355903
 17.364831 17.373599 17.383249 17.392648 17.401479 17.410294 17.41906
 17.428558 17.437582 17.446423 17.455254 17.464049 17.47284  17.481813
 17.490707 17.499712 17.508529 17.51739  17.526423 17.535378 17.544437
 17.553291 17.562336 17.571401 17.580471 17.589459 17.598533 17.607641
 17.616688 17.625778 17.634681 17.644681 17.654681 17.664681 17.674681
 17.684681 17.694681 17.704681 17.714681 17.724681 17.734681 17.744681
 17.754681 17.764681 17.774681 17.784681 17.794681 17.804681 17.814681
 17.824681 17.834681 17.844681 17.854681 17.864681 17.874681 17.884681
 17.894681 17.904681 17.914681]","[7.21600048e+01 1.10038893e+02 1.66601494e+02 2.50434751e+02
 3.73760421e+02 5.53828179e+02 8.14778962e+02 1.19011132e+03
 1.72591094e+03 2.48503322e+03 3.55245868e+03 5.04207023e+03
 7.10512572e+03 9.94071590e+03 1.38085023e+04 1.90440149e+04
 2.60767501e+04 3.54512407e+04 4.78511559e+04 6.41263389e+04
 8.53224816e+04 1.12712876e+05 1.47831370e+05 1.92505302e+05
 2.48886767e+05 3.19480192e+05 4.07163732e+05 5.15201664e+05
 2.20137179e+06 2.21907675e+06 2.25215763e+06 2.30391565e+06
 2.38036039e+06 2.48562513e+06 2.62104536e+06 2.79045358e+06
 2.99328203e+06 3.23670516e+06 3.52898314e+06 3.87995487e+06
 4.30358494e+06 4.82833479e+06 5.46218710e+06 6.20914203e+06
 7.06768516e+06 8.03521456e+06 9.08973651e+06 1.02249385e+07
 1.13910896e+07 1.25632985e+07 1.37055142e+07 1.47918473e+07
 1.58140632e+07 1.67692222e+07 1.76645801e+07 1.84860376e+07
 1.92293103e+07 1.98798866e+07 2.04293165e+07 2.08472986e+07
 2.11429410e+07 2.13428592e+07 2.14600159e+07 2.15240946e+07
 2.15359913e+07 2.17242964e+07 2.16911063e+07 2.15197022e+07
 2.12332243e+07 2.08377592e+07 2.03287662e+07 1.97308306e+07
 1.89716673e+07 1.81433926e+07 1.72979283e+07 1.64014790e+07
 1.54702927e+07 1.44308129e+07 1.34272070e+07 1.24409593e+07
 1.14637664e+07 1.05082315e+07 9.57943116e+06 8.66629728e+06
 7.80250216e+06 6.97514326e+06 6.21497993e+06 5.50344907e+06
 4.83377127e+06 4.22584299e+06 3.66707184e+06 3.17429673e+06
 2.72333154e+06 2.32192312e+06 1.96785676e+06 1.66057784e+06
 1.39080166e+06 1.15718230e+06 9.58326397e+05 7.88254568e+05
 6.47244616e+05 5.15201664e+05 4.07163732e+05 3.19480192e+05
 2.48886767e+05 1.92505302e+05 1.47831370e+05 1.12712876e+05
 8.53224816e+04 6.41263389e+04 4.78511559e+04 3.54512407e+04
 2.60767501e+04 1.90440149e+04 1.38085023e+04 9.94071590e+03
 7.10512572e+03 5.04207023e+03 3.55245868e+03 2.48503322e+03
 1.72591094e+03 1.19011132e+03 8.14778962e+02 5.53828179e+02
 3.73760421e+02 2.50434751e+02 1.66601494e+02 1.10038893e+02
 7.21600048e+01]",1,0.9930859285664244,,21724296.38782019
3,5534,692925.56,12.323012,12.56735,12.765783,184.07336,184.07152-184.07521,72820238.28933448,4843015.900123596,49,3838067.402594843,79.2,2825072.260064214,58.3,[1.18],[184.0733],[184.07352],[100.0],"[12.323012 12.332345 12.341468 12.3506   12.359728 12.368922 12.378289
 12.387387 12.396498 12.405662 12.414847 12.424014 12.432962 12.442176
 12.451177 12.460264 12.469323 12.478173 12.487094 12.496014 12.505014
 12.513858 12.522643 12.531516 12.540583 12.549822 12.558575 12.56735
 12.576294 12.585482 12.594356 12.603276 12.612087 12.621219 12.63035
 12.639412 12.648319 12.657154 12.66633  12.675327 12.684472 12.69357
 12.702456 12.711688 12.720681 12.729772 12.738758 12.747651 12.756795
 12.765783]","[1025030.01706945 1022748.70129826 1027323.0127724  1041157.50219322
 1065028.56836223 1097920.23551828 1140432.67110593 1190020.2106143
 1247755.04479406 1314288.56622771 1393290.6188258  1484234.96183009
 1592638.89733984 1724587.97581956 1883120.34237231 2069087.93905786
 2286838.62667708 2541828.50735105 2829863.9281752  3145654.48285679
 3473930.86066837 3798331.45193911 4102299.24968568 4369611.02176497
 4584093.982376   4736526.30444351 4822862.84657486 4845059.49937355
 4810005.22635223 4731200.10099812 4618314.71060968 4474928.81839825
 4302420.04769098 4110067.53350067 3900921.20757157 3685024.01550295
 3465217.47434675 3247947.21929665 3039944.2220306  2849023.35336779
 2677318.77385098 2528253.02783143 2398193.5578948  2287607.19882756
 2194425.62757695 2119971.05377369 2063007.4321547  2021937.86651465
 1992017.43157869 1970356.04863771]",,,,4845059.4993735505
4,8439,1623591.2,18.758434,19.143763,19.528148,184.07338,184.07154-184.07522,289336962.9492518,12222630.107635498,86,10380364.956858125,84.9,8648066.751048787,70.8,[1.26],[184.0733],[184.07353],[100.0],"[18.758434 18.767555 18.776701 18.785632 18.794802 18.803957 18.812923
 18.82206  18.830986 18.840129 18.849259 18.858085 18.8672   18.876003
 18.885123 18.894207 18.903091 18.912164 18.921062 18.93013  18.939176
 18.948025 18.957066 18.96603  18.975054 18.983954 18.99276  19.001742
 19.01053  19.019529 19.028494 19.037273 19.046229 19.054965 19.063942
 19.072787 19.081532 19.090482 19.09931  19.108169 19.117201 19.125994
 19.134937 19.143763 19.152621 19.16158  19.170325 19.179296 19.188129
 19.1971   19.205934 19.2147   19.223672 19.232515 19.241516 19.250367
 19.259146 19.268145 19.277014 19.286035 19.294895 19.303688 19.312699
 19.321607 19.330651 19.339542 19.348471 19.357504 19.366424 19.375492
 19.384301 19.393241 19.402296 19.411328 19.420396 19.429342 19.43828
 19.447335 19.456377 19.465455 19.474396 19.483231 19.492294 19.50133
 19.510388 19.519313 19.528148]","[ 1799394.05702899  1821955.30251833  1851950.83648297  1891964.19698899
  1943063.24281015  2006741.62317931  2082814.26504251  2169545.25652661
  2265441.07524424  2366528.74501657  2474795.35811586  2589353.19217783
  2719620.05286745  2865114.17255766  3026451.63275156  3204645.87192953
  3396150.70532392  3596401.20937356  3810897.14721668  4041834.01813038
  4292813.47194278  4566256.23949998  4864469.574814    5189823.49677796
  5547861.09093004  5942836.19153298  6382448.94088012  6859969.16130581
  7388428.62403416  7947734.44922169  8527144.13124863  9086055.04088786
  9610951.26719709 10068106.6173605  10455180.94185362 10784960.4342288
 11094171.97932809 11381443.5237012  11642190.39761397 11860559.38576578
 12027216.40661431 12147632.48238069 12211226.34261279 12218286.99713548
 12159566.94226216 12024918.4999007  11815743.40823583 11538676.36566509
 11225413.67424418 10905785.74600339 10591616.78702758 10276606.09152266
  9972378.30849617  9660572.21313962  9322652.15002869  8953474.38709336
  8546775.70528274  8122008.4393907   7671529.33981719  7219155.53555155
  6764078.82818938  6339815.89040225  5949395.9312141   5611691.70562065
  5326113.14613832  5094903.30509452  4917420.34921787  4770146.69120683
  4643641.62454354  4525934.97984754  4400225.92846644  4270354.38610278
  4141431.73115732  4027551.7492616   3936796.8642544   3878014.97862412
  3841390.02704253  3822458.34835038  3810853.2664216   3796769.53917978
  3774254.38937299  3737269.84145559  3694979.23426422  3643060.13035824
  3588337.34671682  3536893.37151925  3491477.44097854]",,,,12218286.997135485
5,6098,591856.75,13.656445,13.836252,14.034878,184.07339,184.07155-184.07524,71077761.85971312,3943117.1799850464,42,1445750.4685756392,36.7,1463963.9055167804,37.1,[0.18],[184.0733],[184.07333],[100.0],"[13.656445 13.665366 13.674482 13.683488 13.692464 13.701552 13.710639
 13.719618 13.728588 13.737527 13.746569 13.755608 13.764561 13.773505
 13.78242  13.791432 13.800459 13.809394 13.818317 13.827234 13.836252
 13.845291 13.854221 13.863278 13.872203 13.881233 13.890199 13.899145
 13.908237 13.917192 13.926258 13.935264 13.944246 13.953351 13.96235
 13.971441 13.980434 13.989435 13.998544 14.007541 14.016645 14.025762
 14.034878]","[2463337.3793583  2483498.77950601 2512803.2605861  2551242.88072239
 2599683.86936794 2656466.07984421 2720259.82085111 2791449.29593227
 2873970.96153618 2963129.29036474 3064545.83718868 3174394.05397548
 3293308.97648878 3411355.44973849 3528560.88019386 3642329.34654149
 3743323.56426377 3830260.6604565  3896841.89617852 3935999.6716722
 3944382.59130511 3924236.53133119 3877824.36410033 3809945.57299593
 3729716.35682328 3635957.95086866 3534781.39205023 3427684.37058634
 3320819.78245312 3214767.38171473 3114620.09561673 3024744.24806153
 2942657.60204122 2868789.84142289 2801569.61974686 2744609.86209571
 2693798.10810978 2648333.92912915 2605789.0099412  2566780.08258428
 2532651.15555855 2507945.59784991 2494724.15269187]",,,,3944382.591305113
6,1563,9473979.0,3.3072072,3.4923114,3.6417516,184.07341,184.07157-184.07525,208793936.44291538,16723707.15873146,38,13730102.294752855,82.1,8973129.270797733,53.7,[0.68],[184.0733],[184.07343],[100.0],"[3.0372072 3.0472072 3.0572072 3.0672072 3.0772072 3.0872072 3.0972072
 3.1072072 3.1172072 3.1272072 3.1372072 3.1472072 3.1572072 3.1672072
 3.1772072 3.1872072 3.1972072 3.2072072 3.2172072 3.2272072 3.2372072
 3.2472072 3.2572072 3.2672072 3.2772072 3.2872072 3.2972072 3.3072072
 3.3159549 3.3248257 3.3336773 3.3424681 3.3513534 3.3601769 3.3690394
 3.3778112 3.3865843 3.3955144 3.4042764 3.4130211 3.4218718 3.4306226
 3.439451  3.4482718 3.4569927 3.4658707 3.4746947 3.4834894 3.4923114
 3.5011334 3.5099281 3.5187521 3.5276301 3.536351  3.5451718 3.5540002
 3.562751  3.5716017 3.5803464 3.5891084 3.5980385 3.6068116 3.6155834
 3.6244459 3.6332694 3.6421547 3.6509455 3.6597971 3.6686679 3.6774156
 3.6874156 3.6974156 3.7074156 3.7174156 3.7274156 3.7374156 3.7474156
 3.7574156 3.7674156 3.7774156 3.7874156 3.7974156 3.8074156 3.8174156
 3.8274156 3.8374156 3.8474156 3.8574156 3.8674156 3.8774156 3.8874156
 3.8974156 3.9074156 3.9174156 3.9274156 3.9374156 3.9474156]","[7.63156709e+01 1.27148124e+02 2.09570711e+02 3.41724105e+02
 5.51245481e+02 8.79708665e+02 1.38885561e+03 2.16920063e+03
 3.35171241e+03 5.12339892e+03 7.74772141e+03 1.15908215e+04
 1.71545307e+04 2.51170057e+04 3.63815573e+04 5.21337669e+04
 7.39062770e+04 1.03649675e+05 1.43806648e+05 1.97385107e+05
 2.68024317e+05 3.60046352e+05 4.78483571e+05 6.29071551e+05
 8.18196203e+05 1.05278399e+06 1.34012555e+06 2.78259822e+06
 2.88831054e+06 3.04048913e+06 3.25177789e+06 3.53626803e+06
 3.91732215e+06 4.41141140e+06 5.03207451e+06 5.78780646e+06
 6.66992832e+06 7.66756772e+06 8.75305254e+06 9.90677997e+06
 1.10799528e+07 1.22262019e+07 1.33033248e+07 1.42716149e+07
 1.50954020e+07 1.57654671e+07 1.62666088e+07 1.65876415e+07
 1.67228719e+07 1.67767630e+07 1.61950482e+07 1.55013935e+07
 1.47085157e+07 1.38542310e+07 1.29324558e+07 1.19704697e+07
 1.09961377e+07 1.00070545e+07 9.04202100e+06 8.10124176e+06
 7.18172439e+06 6.32695696e+06 5.52804154e+06 4.78286302e+06
 4.10613399e+06 3.49169063e+06 2.94954125e+06 2.46783184e+06
 2.04660193e+06 1.68762558e+06 1.34012555e+06 1.05278399e+06
 8.18196203e+05 6.29071551e+05 4.78483571e+05 3.60046352e+05
 2.68024317e+05 1.97385107e+05 1.43806648e+05 1.03649675e+05
 7.39062770e+04 5.21337669e+04 3.63815573e+04 2.51170057e+04
 1.71545307e+04 1.15908215e+04 7.74772141e+03 5.12339892e+03
 3.35171241e+03 2.16920063e+03 1.38885561e+03 8.79708665e+02
 5.51245481e+02 3.41724105e+02 2.09570711e+02 1.27148124e+02
 7.63156709e+01]",1,0.9921130859764189,,16776763.023725716
7,5810,2171982.5,12.964528,13.189182,13.404335,184.07343,184.07158-184.07527,139469857.33545402,9684328.937301636,49,8234002.54519846,85.0,6322074.804665266,65.3,[0.68],[184.0733],[184.07343],[100.0],"[12.674528 12.684528 12.694528 12.704528 12.714528 12.724528 12.734528
 12.744528 12.754528 12.764528 12.774528 12.784528 12.794528 12.804528
 12.814528 12.824528 12.834528 12.844528 12.854528 12.864528 12.874528
 12.884528 12.894528 12.904528 12.914528 12.924528 12.934528 12.944528
 12.954528 12.964528 12.973562 12.982678 12.991676 13.000818 13.009953
 13.018964 13.02811  13.037102 13.046213 13.055273 13.064245 13.07317
 13.082189 13.091243 13.100157 13.10909  13.117884 13.126788 13.135803
 13.1447   13.153711 13.16247  13.171312 13.180458 13.189182 13.197906
 13.207052 13.215894 13.224653 13.233664 13.242561 13.251576 13.26048
 13.269274 13.278207 13.287121 13.296175 13.305194 13.314119 13.323091
 13.332151 13.341262 13.350254 13.3594   13.368411 13.377546 13.386688
 13.395686 13.404802 13.413836 13.423836 13.433836 13.443836 13.453836
 13.463836 13.473836 13.483836 13.493836 13.503836 13.513836 13.523836
 13.533836 13.543836 13.553836 13.563836 13.573836 13.583836 13.593836
 13.603836 13.613836 13.623836 13.633836 13.643836 13.653836 13.663836
 13.673836 13.683836 13.693836 13.703836]","[7.05821576e+01 1.08069422e+02 1.64190955e+02 2.47533586e+02
 3.70303265e+02 5.49692044e+02 8.09692029e+02 1.18347416e+03
 1.71646992e+03 2.47031377e+03 3.52782101e+03 4.99918800e+03
 7.02960461e+03 9.80846012e+03 1.35802969e+04 1.86576183e+04
 2.54355799e+04 3.44084878e+04 4.61878804e+04 6.15217927e+04
 8.13145819e+04 1.06646446e+05 1.38791492e+05 1.79232930e+05
 2.29673701e+05 2.92040601e+05 3.68479814e+05 4.61341659e+05
 5.73152441e+05 1.38167414e+06 1.41283758e+06 1.45609301e+06
 1.51844927e+06 1.60669071e+06 1.72837249e+06 1.89174495e+06
 2.10027073e+06 2.35619680e+06 2.66176960e+06 3.01666984e+06
 3.41801809e+06 3.86478304e+06 4.36260730e+06 4.91483568e+06
 5.50611299e+06 6.12404572e+06 6.75440176e+06 7.37097572e+06
 7.94694500e+06 8.46233344e+06 8.89826447e+06 9.24370874e+06
 9.49174665e+06 9.63697840e+06 9.68477504e+06 9.81076150e+06
 9.44269036e+06 9.04414553e+06 8.61437900e+06 8.14293171e+06
 7.65541875e+06 7.14640279e+06 6.63578500e+06 6.13026162e+06
 5.62160352e+06 5.12445350e+06 4.63520617e+06 4.16792014e+06
 3.72871331e+06 3.31318065e+06 2.92201270e+06 2.55875887e+06
 2.23045606e+06 1.92729612e+06 1.65840191e+06 1.41496937e+06
 1.19934223e+06 1.01280736e+06 8.47954237e+05 7.06571512e+05
 5.73152441e+05 4.61341659e+05 3.68479814e+05 2.92040601e+05
 2.29673701e+05 1.79232930e+05 1.38791492e+05 1.06646446e+05
 8.13145819e+04 6.15217927e+04 4.61878804e+04 3.44084878e+04
 2.54355799e+04 1.86576183e+04 1.35802969e+04 9.80846012e+03
 7.02960461e+03 4.99918800e+03 3.52782101e+03 2.47031377e+03
 1.71646992e+03 1.18347416e+03 8.09692029e+02 5.49692044e+02
 3.70303265e+02 2.47533586e+02 1.64190955e+02 1.08069422e+02
 7.05821576e+01]",1,0.9906279576969131,,9810761.502671774
8,6959,2267174.0,15.453492,15.759334,16.426485,184.07343,184.07158-184.07527,323347422.1466159,11387809.583557129,108,8617916.79639931,75.7,9857425.32486042,86.6,[0.27],[184.0733],[184.07335],[100.0],"[15.453492 15.462535 15.471621 15.480656 15.489673 15.498662 15.50767
 15.516741 15.525756 15.534755 15.543715 15.552707 15.561761 15.570672
 15.579667 15.588802 15.597818 15.606864 15.61566  15.624852 15.633974
 15.642978 15.651979 15.660789 15.669768 15.678897 15.687878 15.696858
 15.705631 15.714596 15.723559 15.732585 15.741596 15.75036  15.759334
 15.768193 15.777041 15.785944 15.794706 15.804132 15.813006 15.822395
 15.831299 15.840175 15.848913 15.85789  15.867196 15.876191 15.88508
 15.893954 15.902943 15.91185  15.92086  15.929753 15.938627 15.947624
 15.956613 15.965644 15.974555 15.983453 15.992472 16.001472 16.010401
 16.019334 16.028163 16.037223 16.046233 16.055266 16.06422  16.07308
 16.082132 16.091183 16.100244 16.109217 16.118099 16.12718  16.136242
 16.145331 16.154327 16.163335 16.172346 16.181431 16.190552 16.199574
 16.208602 16.217632 16.226747 16.235884 16.244927 16.253992 16.263035
 16.272168 16.281317 16.290378 16.299537 16.308495 16.317644 16.326784
 16.335844 16.344976 16.354044 16.363104 16.372094 16.38121  16.390366
 16.399418 16.408383 16.417468 16.426485]","[ 2627454.81338501  2678197.80923268  2743965.22328906  2825722.69807164
  2925850.49440162  3048717.78672956  3201630.32832904  3385137.07650935
  3603191.37603248  3850559.88449908  4126936.38334018  4420558.8798245
  4721932.23658667  5023093.11531647  5319597.01172748  5610560.46739698
  5901380.74492342  6197714.13882801  6509386.80526689  6844796.8367348
  7209922.81434761  7602560.7336065   8011598.06596026  8412867.51293118
  8802327.95380683  9174086.82983783  9527826.08567381  9874357.31915624
 10219650.28502611 10556598.12245201 10864116.67265279 11110503.20587122
 11283132.93515966 11371870.51042435 11389414.04983224 11338857.95733548
 11234445.08781382 11090650.10248618 10924883.16688995 10739608.04515253
 10543934.19463264 10344922.08592694 10136224.57165966  9912512.73459723
  9688422.7569221   9464216.11574687  9247184.88743362  9027484.13449267
  8801246.4712527   8556181.25296988  8297027.60221658  8024476.34206136
  7740338.03447912  7453471.16475227  7177691.78054167  6914289.3456955
  6670412.30874742  6441974.16860072  6235537.69818751  6040589.40694161
  5866765.09575081  5704022.43277235  5546109.38132127  5390614.42162862
  5229408.67703483  5060915.56264903  4881196.0683493   4701414.0715559
  4518380.14799915  4341298.60347147  4178158.58246669  4026392.56666415
  3891404.52987943  3769621.91964431  3659991.9380723   3557787.36631482
  3461101.77897545  3366418.52302462  3270934.50526941  3172780.57305207
  3068597.1444872   2960228.38409197  2849651.07389919  2747737.60369793
  2656342.42673278  2580383.62330832  2517426.64789163  2463034.67692548
  2412074.10510914  2356804.42475407  2296337.43439371  2231425.20977797
  2163814.07217435  2095078.2229167   2028048.6349143   1963644.63534596
  1903962.39869065  1849256.22995758  1799386.60277703  1752749.51243266
  1709878.68948763  1670654.14686584  1634613.78088002  1602776.31176163
  1576575.64729476  1553762.82697808  1533851.94363203  1516969.10656143
  1501320.39449365]",,,,11389414.04983224
