只含-CH3,只含-OH,只含-OCH3,只含-CH2OH,只含-OCH2O-,只含-Glc,只含-O,只含-CH2OCH2O-,不含-OCH3,有-OCH3,1个-OCH3,2个-OCH3,含有-OH/-OCH2O-/-O中的任何一种,不含3种取代基中的任何一种,含有-OCH3/-OCH2O-/-CH2OH中的任何一种
0,0,38,38,5,1,0,0,1304,1707,881,518,2652,359,2728
